 2.3406696000E-02   0.000000000    
 4.5616119000E-02   0.000000000    
 8.6893103000E-02   0.000000000    
 0.1245852200       0.000000000    
 0.1592657100       0.000000000    
 0.1913804200       0.000000000    
 0.2212829900       0.000000000    
 0.2492586300       0.000000000    
 0.2755407300       0.000000000    
 0.3003226800       0.000000000    
 0.3237665200       0.000000000    
 0.3671683300       0.000000000    
 0.4066240900       0.000000000    
 0.4427919300       0.000000000    
 0.4761779100       0.000000000    
 0.5071795800       0.000000000    
 0.5361149100       0.000000000    
 0.5632422300       0.000000000    
 0.5887742500       0.000000000    
 0.6128882300       0.000000000    
 0.6357334400       0.000000000    
 0.6574367400       0.000000000    
 0.6978377400       0.000000000    
 0.7347981700       0.000000000    
 0.7688583200       0.000000000    
 0.8004404100       0.000000000    
 0.8298807200       0.000000000    
 0.8574513700       0.000000000    
 0.8833757200       0.000000000    
 0.9078393600       0.000000000    
 0.9309981500       0.000000000    
 0.9529842600       0.000000000    
 0.9938750900       0.000000000    
  1.031245000       0.000000000    
  1.065652500       0.000000000    
  1.097533100       0.000000000    
  1.127232500       0.000000000    
  1.155030300       0.000000000    
  1.181155400       0.000000000    
  1.205797700       0.000000000    
  1.229116500       0.000000000    
  1.272303900       0.000000000    
  1.311582400       0.000000000    
  1.347601300       0.000000000    
  1.380860200       0.000000000    
  1.411752400      2.3270793000E-29
  1.440592300      2.5137924000E-27
  1.467635700      1.5249685000E-25
  1.493093400      5.7371238000E-24
  1.517141100      1.4467811000E-22
  1.539926800      2.6015384000E-21
  1.561576400      3.5057318000E-20
  1.601884300      3.1277000000E-18
  1.638766700      1.3141670000E-16
  1.672760700      3.0876547000E-15
  1.704285800      4.5893121000E-14
  1.733676700      4.7260172000E-13
  1.761203900      3.6108010000E-12
  1.787089900      2.1571481000E-11
  1.811519400      1.0498052000E-10
  1.834647600      4.2989111000E-10
  1.856606100      1.5202046000E-09
  1.897449100      1.3266739000E-08
  1.934779100      7.9248879000E-08
  1.969152900      3.5392312000E-07
  2.001004400      1.2586007000E-06
  2.030678700      3.7324800000E-06
  2.058454400      9.5559571000E-06
  2.084560000      2.1687107000E-05
  2.109184900      4.4534530000E-05
  2.132488200      8.4098142000E-05
  2.154604500      1.4793789000E-04
  2.175648900      2.4496625000E-04
  2.185800700      3.0899575000E-04
  2.195720600      3.8509183000E-04
  2.205418900      4.7457350000E-04
  2.214905400      5.7876194000E-04
  2.224189100      6.9896455000E-04
  2.233278400      8.3645957000E-04
  2.237752800      9.1207958000E-04
  2.242181500      9.9248141000E-04
  2.246565500      1.0778103000E-03
  2.250905700      1.1682072000E-03
  2.255202900      1.2638081000E-03
  2.259458100      1.3647443000E-03
  2.263671900      1.4711415000E-03
  2.267845300      1.5831198000E-03
  2.271978900      1.7007936000E-03
  2.276073600      1.8242709000E-03
  2.278106500      1.8882180000E-03
  2.280130000      1.9536536000E-03
  2.282144100      2.0205896000E-03
  2.284148900      2.0890371000E-03
  2.286144400      2.1590071000E-03
  2.288130900      2.2305100000E-03
  2.290108300      2.3035559000E-03
  2.292076800      2.3781543000E-03
  2.294036300      2.4543143000E-03
  2.295987100      2.5320448000E-03
  2.297929100      2.6113540000E-03
  2.299862500      2.6922497000E-03
  2.301787300      2.7747393000E-03
  2.303703700      2.8588298000E-03
  2.305611600      2.9445277000E-03
  2.307511100      3.0318391000E-03
  2.309402400      3.1207696000E-03
  2.311285500      3.2113243000E-03
  2.313160500      3.3035080000E-03
  2.315027400      3.3973249000E-03
  2.315957800      3.4448471000E-03
  2.316886300      3.4927790000E-03
  2.317812800      3.5411211000E-03
  2.318737300      3.5898736000E-03
