   31625414212.040695       -6293457428.1960983        2.6820008333272751E-011   29.375544472545929        423618.31168666959        20999.999999999996     
   32287378808.513775       -6425188382.8942413        2.5736004174213956E-011   30.205002510151111        398234.39981316461        20999.999999999996     
   32963199259.144081       -6559676652.5696716        2.4363821019357570E-011   30.433295287700339        374126.16790143604        20999.999999999996     
   33653165586.533188       -6696979951.7201042        2.2953428428982131E-011   31.014186789485684        351004.28457258909        20999.999999999996     
   34357573883.865456       -6837157202.8892260        2.1587055135146471E-011   31.635074532348121        328792.89246584312        20999.999999999996     
   35076726441.973862       -6980268561.9527988        2.0288026422135150E-011   32.279660167765570        307485.03683639306        20999.999999999996     
   35810931879.065582       -7126375443.9340515        1.9060858290746109E-011   32.941692686740630        287090.65661516006        20999.999999999996     
   36560505273.162827       -7275540549.3594027        1.7904191950513659E-011   33.618963773649554        267620.32667452010        20999.999999999996     
   37325768297.315948       -7427827891.1658745        1.6814924526486224E-011   34.310808347880169        249080.21495025058        20999.999999999996     
   38107049357.646637       -7583302822.1716805        1.5789521938411712E-011   35.017129732245685        231470.71902154596        20999.999999999996     
   38904683734.280670       -7742032063.1218538        1.4824441173727818E-011   35.738041081958684        214786.36001865048        20999.999999999996     
   39719013725.230515       -7904083731.3208733        1.3916298544715227E-011   36.473733794925074        199016.15930800774        20999.999999999996     
   40550388793.289566       -8069527369.8646240        1.3061934081738165E-011   37.224428842484414        184144.23269792224        20999.999999999996     
   41399165716.001198       -8238433977.4842396        1.2258284537340904E-011   37.990358519106493        170150.37431270807        20999.999999999996     
   42265708738.766769       -8410876039.0145874        1.1502109137448565E-011   38.771759444884857        157010.39060809507        20999.999999999996     
   43150389731.158455       -8586927556.5005331        1.0790169922554049E-011   39.568869769066481        144696.41456437824        20999.999999999996     
   44053588346.503937       -8766664080.9542828        1.0120559786480272E-011   40.381927955175797        133178.26716283348        20999.999999999996     
   44975692184.811356       -8950162744.7774582        9.4940694775847652E-012   41.211172164170428        122426.47466461100        20999.999999999996     
   45917096959.104591       -9137502294.8618145        8.9115073953480404E-012   42.056839861985679        112413.98105597599        20999.999999999996     
   46878206665.240128       -9328763126.3827858        8.3640319308551036E-012   42.919167509111162        103109.53260095790        20999.999999999996     
   47859433755.278458       -9524027317.3004150        7.8229856260880728E-012   43.798390275974469        94459.519513755484        20999.999999999996     
   48861199314.484360       -9723378663.5823860        7.2467518813325489E-012   44.694741762398806        86370.685242162624        20999.999999999996     
   49883933242.032059       -9926902715.1643791        6.6393617784026615E-012   45.608453713228798        78735.037086835830        20999.999999999996     
   50928074435.492844       -10134686812.663078        6.1797004344690594E-012   46.539755726233743        71573.165639766550        20999.999999999996     
   51994070979.184174       -10346820124.857651        6.0569097954035142E-012   47.488874950919310        65137.667196352799        20999.999999999996     
   53082380336.461288       -10563393686.955799        6.0675011561915664E-012   48.456035778283308        59596.697225410418        20999.999999999996     
   54193469546.033699       -10784500439.660707        6.1584373233383353E-012   49.441459521430758        54905.074397070588        20999.999999999996     
   55327815422.390884       -11010235269.055786        6.4502800888419389E-012   50.445364087160144        51023.821185628491        20999.999999999996     
   56485904760.423203       -11240695047.324217        7.1028301933156080E-012   51.467963639030742        47956.253209648079        20999.999999999996     
   57668234544.325745       -11475978674.320824        8.2862491944205853E-012   52.509468252203213        45709.722526130958        20999.999999999996     
   58875312160.874893       -11716187120.014105        1.0139510227341093E-011   53.570083560467836        44207.364469370295        20999.999999999996     
   60107655617.169044       -11961423467.816639        1.2734948305822091E-011   54.650010395957857        43308.049047521847        20999.999999999996     
   61365793762.926941       -12211792958.822460        1.6077627676357438E-011   55.749444422704840        42857.793101812400        20999.999999999996     
   62650266517.439049       -12467403036.970371        2.0146696953065018E-011   56.868575764661713        42728.397166863790        20999.999999999996     
   63961625101.269318       -12728363395.152596        2.4951864382160524E-011   58.007588628370364        42827.361919680858        20999.999999999996     
   65300432272.806824       -12994786022.288559        3.0569166562854887E-011   59.166660921674570        43092.082115896090        20999.999999999996     
   66667262569.768723       -13266785251.383976        3.7142405235481046E-011   60.345963869903130        43480.753989678946        20999.999999999996     
   68062702555.758217       -13544477808.595886        4.4861353697987066E-011   61.545661630311031        43964.949712309826        20999.999999999996     
   69487351071.983368       -13827982863.324692        5.3935612392993260E-011   62.765910905852870        44524.660983789174        20999.999999999996     
   70941819494.244720       -14117422079.354702        6.4577755740010796E-011   64.006860560167979        45145.289667787918        20999.999999999996     
   72426731995.302002       -14412919667.065100        7.6999998734144020E-011   65.268651235076504        45815.887296442190        20999.999999999996     
   73942725812.732574       -14714602436.733784        9.1420404974303338E-011   66.551414971894417        46528.104548192008        20999.999999999996     
   75490451522.396484       -15022599852.956902        1.0807115525686853E-010   67.855274838752820        47275.517553344936        20999.999999999996     
