    438  6  5  440   1 2s2p(3PO) 4f     2.27710E-01 36.0
    439  6  5  440   2 2s2p(3PO) 5f     3.17596E-01 36.0
    440  6  5  440   3 2s2p(3PO) 6f     3.66499E-01 36.0
    441  6  5  440   4 2s2p(3PO) 6h     3.66756E-01 36.0
    442  6  5  440   5 2s2p(3PO) 7f     3.96024E-01 36.0
    443  6  5  440   6 2s2p(3PO) 7h     3.96214E-01 36.0
    444  6  5  440   7 2s2p(3PO) 8f     4.15194E-01 36.0
    445  6  5  440   8 2s2p(3PO) 8h     4.15332E-01 36.0
    446  6  5  440   9 2s2p(3PO) 9f     4.28338E-01 36.0
    447  6  5  440  10 2s2p(3PO) 9h     4.28439E-01 36.0
    448  6  5  440  11 2s2p(3PO)10f     4.37739E-01 36.0
    449  6  5  441   1 2s2p(3PO) 5g     3.17122E-01 36.0
    450  6  5  441   2 2s2p(3PO) 6g     3.66193E-01 36.0
    451  6  5  441   3 2s2p(3PO) 7g     3.95826E-01 36.0
    452  6  5  441   4 2s2p(3PO) 8g     4.15061E-01 36.0
    453  6  5  441   5 2s2p(3PO) 9g     4.28245E-01 36.0
    454  6  5  441   6 2s2p(3PO)10g     4.37671E-01 36.0
    455  6  6  100   1 2s2 2p2         -6.35936E-01  1.0
    456  6  6  100   2 2s2 2p 3p       -1.59115E-01  1.0
    457  6  6  100   3 2s2 2p 4p       -8.00323E-02  1.0
    458  6  6  100   4 2s2 2p 5p       -4.83888E-02  1.0
    459  6  6  100   5 2s2 2p 6p       -3.24511E-02  1.0
    460  6  6  100   6 2s2 2p 7p       -2.32798E-02  1.0
    461  6  6  100   7 2s2 2p 8p       -1.75160E-02  1.0
    462  6  6  100   8 2s2 2p 9p       -1.36570E-02  1.0
    463  6  6  100   9 2s2 2p10p       -1.09466E-02  1.0
    464  6  6  101   1 2s2p2(2PE) 3p    7.93461E-01  1.0
    465  6  6  101   2 2s2p2(2PE) 4p    9.29071E-01  1.0
    466  6  6  101   3 2s2p2(2PE) 5p    9.71635E-01  1.0
    467  6  6  101   4 2s2p2(2PE) 6p    9.91503E-01  1.0
    468  6  6  101   5 2s2p2(2PE) 7p    1.00246E+00  1.0
    469  6  6  101   6 2s2p2(2PE) 8p    1.00916E+00  1.0
    470  6  6  101   7 2s2p2(2PE) 9p    1.01355E+00  1.0
    471  6  6  101   8 2s2p2(2PE)10p    1.01659E+00  1.0
    472  6  6  110   1 2s2 2p 3p       -2.16248E-01  3.0
    473  6  6  110   2 2s2 2p 4p       -9.57750E-02  3.0
    474  6  6  110   3 2s2 2p 5p       -5.53334E-02  3.0
    475  6  6  110   4 2s2 2p 6p       -3.61488E-02  3.0
    476  6  6  110   5 2s2 2p 7p       -2.54854E-02  3.0
    477  6  6  110   6 2s2 2p 8p       -1.89378E-02  3.0
    478  6  6  110   7 2s2 2p 9p       -1.46272E-02  3.0
    479  6  6  110   8 2s2 2p10p       -1.16381E-02  3.0
    480  6  6  111   1 2s2 2p 3s       -2.80533E-01  3.0
    481  6  6  111   2 2s2 2p 4s       -1.15623E-01  3.0
    482  6  6  111   3 2s2 2p 3d       -1.10991E-01  3.0
    483  6  6  111   4 2s2 2p 5s       -6.42691E-02  3.0
    484  6  6  111   5 2s2 2p 4d       -6.24426E-02  3.0
    485  6  6  111   6 2s2 2p 6s       -4.08698E-02  3.0
    486  6  6  111   7 2s2 2p 5d       -3.99533E-02  3.0
    487  6  6  111   8 2s2 2p 7s       -2.82702E-02  3.0
    488  6  6  111   9 2s2 2p 6d       -2.77459E-02  3.0
    489  6  6  111  10 2s2 2p 8s       -2.07143E-02  3.0
    490  6  6  111  11 2s2 2p 7d       -2.03864E-02  3.0
    491  6  6  111  12 2s2 2p 9s       -1.58284E-02  3.0
    492  6  6  111  13 2s2 2p 8d       -1.56098E-02  3.0
    493  6  6  111  14 2s2 2p10s       -1.24878E-02  3.0
    494  6  6  111  15 2s2 2p 9d       -1.23347E-02  3.0
    495  6  6  111  16 2s2 2p11s       -1.01032E-02  3.0
    496  6  6  120   1 2s2 2p2         -7.48402E-01  5.0
    497  6  6  120   2 2s2 2p 3p       -1.75374E-01  5.0
    498  6  6  120   3 2s2 2p 4p       -8.48612E-02  5.0
    499  6  6  120   4 2s2 2p 4f       -6.23658E-02  5.0
    500  6  6  120   5 2s2 2p 5p       -5.05820E-02  5.0
    501  6  6  120   6 2s2 2p 5f       -3.99323E-02  5.0
    502  6  6  120   7 2s2 2p 6p       -3.36361E-02  5.0
    503  6  6  120   8 2s2 2p 6f       -2.77404E-02  5.0
    504  6  6  120   9 2s2 2p 7p       -2.39929E-02  5.0
    505  6  6  120  10 2s2 2p 7f       -2.03854E-02  5.0
    506  6  6  120  11 2s2 2p 8p       -1.79786E-02  5.0
    507  6  6  120  12 2s2 2p 8f       -1.56101E-02  5.0
    508  6  6  120  13 2s2 2p 9p       -1.39741E-02  5.0
    509  6  6  120  14 2s2 2p 9f       -1.23354E-02  5.0
    510  6  6  120  15 2s2 2p10p       -1.11735E-02  5.0
    511  6  6  121   1 2s2 2p 3d       -1.22613E-01  5.0
    512  6  6  121   2 2s2 2p 4d       -6.82600E-02  5.0
    513  6  6  121   3 2s2 2p 5d       -4.32302E-02  5.0
    514  6  6  121   4 2s2 2p 6d       -2.97432E-02  5.0
    515  6  6  121   5 2s2 2p 7d       -2.16837E-02  5.0
    516  6  6  121   6 2s2 2p 8d       -1.64961E-02  5.0
    517  6  6  121   7 2s2 2p 9d       -1.29654E-02  5.0
    518  6  6  121   8 2s2 2p10d       -1.04558E-02  5.0
    519  6  6  130   1 2s2 2p 4f       -6.29373E-02  7.0
    520  6  6  130   2 2s2 2p 5f       -4.02543E-02  7.0
    521  6  6  130   3 2s2 2p 6f       -2.79306E-02  7.0
    522  6  6  130   4 2s2 2p 7f       -2.05062E-02  7.0
    523  6  6  130   5 2s2 2p 8f       -1.56914E-02  7.0
    524  6  6  130   6 2s2 2p 9f       -1.23927E-02  7.0
    525  6  6  130   7 2s2 2p10f       -1.00344E-02  7.0
    526  6  6  131   1 2s2 2p 3d       -1.13385E-01  7.0
    527  6  6  131   2 2s2 2p 4d       -6.35609E-02  7.0
    528  6  6  131   3 2s2 2p 5d       -4.05524E-02  7.0
    529  6  6  131   4 2s2 2p 5g       -3.99879E-02  7.0
    530  6  6  131   5 2s2 2p 6d       -2.80996E-02  7.0
    531  6  6  131   6 2s2 2p 6g       -2.77675E-02  7.0
    532  6  6  131   7 2s2 2p 7d       -2.06115E-02  7.0
    533  6  6  131   8 2s2 2p 7g       -2.04006E-02  7.0
    534  6  6  131   9 2s2 2p 8d       -1.57615E-02  7.0
    535  6  6  131  10 2s2 2p 8g       -1.56195E-02  7.0
    536  6  6  131  11 2s2 2p 9d       -1.24417E-02  7.0
    537  6  6  131  12 2s2 2p 9g       -1.23416E-02  7.0
    538  6  6  131  13 2s2 2p10d       -1.00701E-02  7.0
    539  6  6  140   1 2s2 2p 4f       -6.25127E-02  9.0
    540  6  6  140   2 2s2 2p 5f       -4.00150E-02  9.0
    541  6  6  140   3 2s2 2p 6f       -2.77946E-02  9.0
    542  6  6  140   4 2s2 2p 6h       -2.77718E-02  9.0
    543  6  6  140   5 2s2 2p 7f       -2.04212E-02  9.0
    544  6  6  140   6 2s2 2p 7h       -2.04027E-02  9.0
    545  6  6  140   7 2s2 2p 8f       -1.56346E-02  9.0
    546  6  6  140   8 2s2 2p 8h       -1.56207E-02  9.0
    547  6  6  140   9 2s2 2p 9f       -1.23529E-02  9.0
    548  6  6  140  10 2s2 2p 9h       -1.23424E-02  9.0
    549  6  6  140  11 2s2 2p10f       -1.00054E-02  9.0
    550  6  6  141   1 2s2 2p 5g       -4.00328E-02  9.0
    551  6  6  141   2 2s2 2p 6g       -2.78070E-02  9.0
    552  6  6  141   3 2s2 2p 7g       -2.04302E-02  9.0
    553  6  6  141   4 2s2 2p 8g       -1.56412E-02  9.0
    554  6  6  141   5 2s2 2p 9g       -1.23577E-02  9.0
    555  6  6  141   6 2s2 2p10g       -1.00091E-02  9.0
    556  6  6  150   1 2s2 2p 6h       -2.77791E-02 11.0
    557  6  6  150   2 2s2 2p 7h       -2.04097E-02 11.0
    558  6  6  150   3 2s2 2p 8h       -1.56265E-02 11.0
    559  6  6  150   4 2s2 2p 9h       -1.23469E-02 11.0
    560  6  6  150   5 2s2 2p10h       -1.00010E-02 11.0
    561  6  6  151   1 2s2 2p 5g       -3.99974E-02 11.0
    562  6  6  151   2 2s2 2p 6g       -2.77757E-02 11.0
    563  6  6  151   3 2s2 2p 7i       -2.04085E-02 11.0
    564  6  6  151   4 2s2 2p 7g       -2.04085E-02 11.0
    565  6  6  151   5 2s2 2p 8i       -1.56255E-02 11.0
    566  6  6  151   6 2s2 2p 8g       -1.56255E-02 11.0
    567  6  6  151   7 2s2 2p 9i       -1.23461E-02 11.0
    568  6  6  151   8 2s2 2p 9g       -1.23461E-02 11.0
    569  6  6  151   9 2s2 2p10i       -1.00004E-02 11.0
    570  6  6  160   1 2s2 2p 6h       -2.77776E-02 13.0
    571  6  6  160   2 2s2 2p 7h       -2.04079E-02 13.0
    572  6  6  160   3 2s2 2p 8h       -1.56250E-02 13.0
    573  6  6  160   4 2s2 2p 8k       -1.56250E-02 13.0
    574  6  6  160   5 2s2 2p 9h       -1.23457E-02 13.0
    575  6  6  160   6 2s2 2p 9k       -1.23457E-02 13.0
    576  6  6  160   7 2s2 2p10h       -1.00000E-02 13.0
    577  6  6  161   1 2s2 2p 7i       -2.04082E-02 13.0
    578  6  6  161   2 2s2 2p 8i       -1.56250E-02 13.0
    579  6  6  161   3 2s2 2p 9i       -1.23457E-02 13.0
    580  6  6  161   4 2s2 2p10i       -1.00000E-02 13.0
    581  6  6  300   1 2s2 2p 3p       -1.96709E-01  3.0
    582  6  6  300   2 2s2 2p 4p       -9.11288E-02  3.0
    583  6  6  300   3 2s2 2p 5p       -5.33939E-02  3.0
    584  6  6  300   4 2s2 2p 6p       -3.51454E-02  3.0
    585  6  6  300   5 2s2 2p 7p       -2.48968E-02  3.0
    586  6  6  300   6 2s2 2p 8p       -1.85625E-02  3.0
    587  6  6  300   7 2s2 2p 9p       -1.43730E-02  3.0
    588  6  6  300   8 2s2 2p10p       -1.14581E-02  3.0
    589  6  6  301   1 2s 2p3:          1.19456E-01  3.0
    590  6  6  301   2 2s2p2(4PE) 3p    2.37656E-01  3.0
    591  6  6  301   3 2s2p2(4PE) 4p    2.95367E-01  3.0
    592  6  6  301   4 2s2p2(4PE) 5p    3.27497E-01  3.0
    593  6  6  301   5 2s2p2(4PE) 6p    3.44583E-01  3.0
    594  6  6  301   6 2s2p2(4PE) 7p    3.54460E-01  3.0
    595  6  6  301   7 2s2p2(4PE) 8p    3.60641E-01  3.0
    596  6  6  301   8 2s2p2(4PE) 9p    3.64756E-01  3.0
    597  6  6  301   9 2s2p2(4PE)10p    3.67630E-01  3.0
    598  6  6  310   1 2s2 2p2         -8.46461E-01  9.0
    599  6  6  310   2 2s2 2p 3p       -1.89330E-01  9.0
    600  6  6  310   3 2s2 2p 4p       -8.90611E-02  9.0
    601  6  6  310   4 2s2 2p 5p       -5.25151E-02  9.0
    602  6  6  310   5 2s2 2p 6p       -3.46911E-02  9.0
    603  6  6  310   6 2s2 2p 7p       -2.46324E-02  9.0
    604  6  6  310   7 2s2 2p 8p       -1.83953E-02  9.0
    605  6  6  310   8 2s2 2p 9p       -1.42606E-02  9.0
    606  6  6  310   9 2s2 2p10p       -1.13789E-02  9.0
    607  6  6  311   1 2s2 2p 3s       -2.96421E-01  9.0
    608  6  6  311   2 2s 2p3          -1.52982E-01  9.0
    609  6  6  311   3 2s2 2p 4s       -1.17444E-01  9.0
    610  6  6  311   4 2s2 2p 3d       -1.07168E-01  9.0
    611  6  6  311   5 2s2 2p 5s       -6.50440E-02  9.0
    612  6  6  311   6 2s2 2p 4d       -6.20564E-02  9.0
    613  6  6  311   7 2s2 2p 6s       -4.12436E-02  9.0
    614  6  6  311   8 2s2 2p 5d       -3.99213E-02  9.0
    615  6  6  311   9 2s2 2p 7s       -2.84788E-02  9.0
    616  6  6  311  10 2s2 2p 6d       -2.77704E-02  9.0
    617  6  6  311  11 2s2 2p 8s       -2.08427E-02  9.0
    618  6  6  311  12 2s2 2p 7d       -2.04168E-02  9.0
    619  6  6  311  13 2s2 2p 9s       -1.59131E-02  9.0
    620  6  6  311  14 2s2 2p 8d       -1.56363E-02  9.0
    621  6  6  311  15 2s2 2p10s       -1.25466E-02  9.0
    622  6  6  311  16 2s2 2p 9d       -1.23562E-02  9.0
    623  6  6  311  17 2s2 2p11s       -1.01457E-02  9.0
    624  6  6  311  18 2s2 2p10d       -1.00090E-02  9.0
    625  6  6  320   1 2s2 2p 3p       -2.07689E-01 15.0
    626  6  6  320   2 2s2 2p 4p       -9.36608E-02 15.0
    627  6  6  320   3 2s2 2p 4f       -6.23704E-02 15.0
    628  6  6  320   4 2s2 2p 5p       -5.44484E-02 15.0
    629  6  6  320   5 2s2 2p 5f       -3.99354E-02 15.0
    630  6  6  320   6 2s2 2p 6p       -3.56899E-02 15.0
    631  6  6  320   7 2s2 2p 6f       -2.77425E-02 15.0
    632  6  6  320   8 2s2 2p 7p       -2.52158E-02 15.0
    633  6  6  320   9 2s2 2p 7f       -2.03868E-02 15.0
    634  6  6  320  10 2s2 2p 8p       -1.87657E-02 15.0
    635  6  6  320  11 2s2 2p 8f       -1.56111E-02 15.0
    636  6  6  320  12 2s2 2p 9p       -1.45106E-02 15.0
    637  6  6  320  13 2s2 2p 9f       -1.23361E-02 15.0
    638  6  6  320  14 2s2 2p10p       -1.15555E-02 15.0
    639  6  6  321   1 2s 2p3          -2.62496E-01 15.0
    640  6  6  321   2 2s2 2p 3d       -1.15589E-01 15.0
    641  6  6  321   3 2s2 2p 4d       -6.44899E-02 15.0
    642  6  6  321   4 2s2 2p 5d       -4.10604E-02 15.0
    643  6  6  321   5 2s2 2p 6d       -2.84038E-02 15.0
    644  6  6  321   6 2s2 2p 7d       -2.08068E-02 15.0
    645  6  6  321   7 2s2 2p 8d       -1.58939E-02 15.0
    646  6  6  321   8 2s2 2p 9d       -1.25353E-02 15.0
    647  6  6  321   9 2s2 2p10d       -1.01386E-02 15.0
    648  6  6  330   1 2s2 2p 4f       -6.29346E-02 21.0
    649  6  6  330   2 2s2 2p 5f       -4.02521E-02 21.0
    650  6  6  330   3 2s2 2p 6f       -2.79290E-02 21.0
    651  6  6  330   4 2s2 2p 7f       -2.05051E-02 21.0
    652  6  6  330   5 2s2 2p 8f       -1.56906E-02 21.0
    653  6  6  330   6 2s2 2p 9f       -1.23921E-02 21.0
    654  6  6  330   7 2s2 2p10f       -1.00340E-02 21.0
    655  6  6  331   1 2s2 2p 3d       -1.16793E-01 21.0
    656  6  6  331   2 2s2 2p 4d       -6.54102E-02 21.0
    657  6  6  331   3 2s2 2p 5d       -4.15804E-02 21.0
    658  6  6  331   4 2s2 2p 5g       -3.99882E-02 21.0
    659  6  6  331   5 2s2 2p 6d       -2.87173E-02 21.0
    660  6  6  331   6 2s2 2p 6g       -2.77677E-02 21.0
    661  6  6  331   7 2s2 2p 7d       -2.10084E-02 21.0
    662  6  6  331   8 2s2 2p 7g       -2.04007E-02 21.0
    663  6  6  331   9 2s2 2p 8d       -1.60305E-02 21.0
    664  6  6  331  10 2s2 2p 8g       -1.56196E-02 21.0
    665  6  6  331  11 2s2 2p 9d       -1.26320E-02 21.0
    666  6  6  331  12 2s2 2p 9g       -1.23417E-02 21.0
    667  6  6  331  13 2s2 2p10d       -1.02095E-02 21.0
    668  6  6  340   1 2s2 2p 4f       -6.25193E-02 27.0
    669  6  6  340   2 2s2 2p 5f       -4.00206E-02 27.0
    670  6  6  340   3 2s2 2p 6f       -2.77978E-02 27.0
    671  6  6  340   4 2s2 2p 6h       -2.77727E-02 27.0
    672  6  6  340   5 2s2 2p 7f       -2.04234E-02 27.0
    673  6  6  340   6 2s2 2p 7h       -2.04034E-02 27.0
    674  6  6  340   7 2s2 2p 8f       -1.56362E-02 27.0
    675  6  6  340   8 2s2 2p 8h       -1.56212E-02 27.0
    676  6  6  340   9 2s2 2p 9f       -1.23540E-02 27.0
    677  6  6  340  10 2s2 2p 9h       -1.23428E-02 27.0
    678  6  6  340  11 2s2 2p10f       -1.00063E-02 27.0
    679  6  6  341   1 2s2 2p 5g       -4.00328E-02 27.0
    680  6  6  341   2 2s2 2p 6g       -2.78070E-02 27.0
    681  6  6  341   3 2s2 2p 7g       -2.04302E-02 27.0
    682  6  6  341   4 2s2 2p 8g       -1.56412E-02 27.0
    683  6  6  341   5 2s2 2p 9g       -1.23577E-02 27.0
    684  6  6  341   6 2s2 2p10g       -1.00091E-02 27.0
    685  6  6  350   1 2s2 2p 6h       -2.77791E-02 33.0
    686  6  6  350   2 2s2 2p 7h       -2.04097E-02 33.0
    687  6  6  350   3 2s2 2p 8h       -1.56265E-02 33.0
    688  6  6  350   4 2s2 2p 9h       -1.23469E-02 33.0
    689  6  6  350   5 2s2 2p10h       -1.00010E-02 33.0
    690  6  6  351   1 2s2 2p 5g       -3.99974E-02 33.0
    691  6  6  351   2 2s2 2p 6g       -2.77757E-02 33.0
    692  6  6  351   3 2s2 2p 7g       -2.04085E-02 33.0
    693  6  6  351   4 2s2 2p 7i       -2.04085E-02 33.0
    694  6  6  351   5 2s2 2p 8g       -1.56255E-02 33.0
    695  6  6  351   6 2s2 2p 8i       -1.56255E-02 33.0
    696  6  6  351   7 2s2 2p 9g       -1.23461E-02 33.0
    697  6  6  351   8 2s2 2p 9i       -1.23461E-02 33.0
    698  6  6  351   9 2s2 2p10g       -1.00004E-02 33.0
    699  6  6  360   1 2s2 2p 6h       -2.77776E-02 39.0
    700  6  6  360   2 2s2 2p 7h       -2.04079E-02 39.0
    701  6  6  360   3 2s2 2p 8h       -1.56250E-02 39.0
    702  6  6  360   4 2s2 2p 8k       -1.56250E-02 39.0
    703  6  6  360   5 2s2 2p 9h       -1.23457E-02 39.0
    704  6  6  360   6 2s2 2p 9k       -1.23457E-02 39.0
    705  6  6  360   7 2s2 2p10h       -1.00000E-02 39.0
    706  6  6  361   1 2s2 2p 7i       -2.04082E-02 39.0
    707  6  6  361   2 2s2 2p 8i       -1.56250E-02 39.0
    708  6  6  361   3 2s2 2p 9i       -1.23457E-02 39.0
    709  6  6  361   4 2s2 2p10i       -1.00000E-02 39.0
    710  6  6  501   1 2s 2p3          -5.50551E-01  5.0
    711  6  6  501   2 2s2p2(4PE) 3p    1.99453E-01  5.0
    712  6  6  501   3 2s2p2(4PE) 4p    2.92745E-01  5.0
    713  6  6  501   4 2s2p2(4PE) 5p    3.27781E-01  5.0
    714  6  6  501   5 2s2p2(4PE) 6p    3.45027E-01  5.0
    715  6  6  501   6 2s2p2(4PE) 7p    3.54809E-01  5.0
    716  6  6  501   7 2s2p2(4PE) 8p    3.60897E-01  5.0
    717  6  6  501   8 2s2p2(4PE) 9p    3.64944E-01  5.0
    718  6  6  501   9 2s2p2(4PE)10p    3.67770E-01  5.0
    719  6  6  510   1 2s2p2(4PE) 3s    9.35423E-02 15.0
    720  6  6  510   2 2s2p2(4PE) 4s    2.60733E-01 15.0
    721  6  6  510   3 2s2p2(4PE) 3d    2.63472E-01 15.0
    722  6  6  510   4 2s2p2(4PE) 5s    3.13529E-01 15.0
    723  6  6  510   5 2s2p2(4PE) 4d    3.14960E-01 15.0
    724  6  6  510   6 2s2p2(4PE) 6s    3.37502E-01 15.0
    725  6  6  510   7 2s2p2(4PE) 5d    3.38256E-01 15.0
    726  6  6  510   8 2s2p2(4PE) 7s    3.50365E-01 15.0
    727  6  6  510   9 2s2p2(4PE) 6d    3.50807E-01 15.0
    728  6  6  510  10 2s2p2(4PE) 8s    3.58057E-01 15.0
    729  6  6  510  11 2s2p2(4PE) 7d    3.58338E-01 15.0
    730  6  6  510  12 2s2p2(4PE) 9s    3.63021E-01 15.0
    731  6  6  510  13 2s2p2(4PE) 8d    3.63209E-01 15.0
    732  6  6  510  14 2s2p2(4PE)10s    3.66409E-01 15.0
    733  6  6  510  15 2s2p2(4PE) 9d    3.66541E-01 15.0
    734  6  6  510  16 2s2p2(4PE)11s    3.68824E-01 15.0
    735  6  6  510  17 2s2p2(4PE)10d    3.68920E-01 15.0
    736  6  6  511   1 2s2p2(4PE) 3p    1.86789E-01 15.0
    737  6  6  511   2 2s2p2(4PE) 4p    2.88206E-01 15.0
    738  6  6  511   3 2s2p2(4PE) 5p    3.25684E-01 15.0
    739  6  6  511   4 2s2p2(4PE) 6p    3.43886E-01 15.0
    740  6  6  511   5 2s2p2(4PE) 7p    3.54121E-01 15.0
    741  6  6  511   6 2s2p2(4PE) 8p    3.60450E-01 15.0
    742  6  6  511   7 2s2p2(4PE) 9p    3.64638E-01 15.0
    743  6  6  511   8 2s2p2(4PE)10p    3.67552E-01 15.0
    744  6  6  520   1 2s2p2(4PE) 3d    2.66736E-01 25.0
    745  6  6  520   2 2s2p2(4PE) 4d    3.15418E-01 25.0
    746  6  6  520   3 2s2p2(4PE) 5d    3.38349E-01 25.0
    747  6  6  520   4 2s2p2(4PE) 6d    3.50820E-01 25.0
    748  6  6  520   5 2s2p2(4PE) 7d    3.58330E-01 25.0
    749  6  6  520   6 2s2p2(4PE) 8d    3.63198E-01 25.0
    750  6  6  520   7 2s2p2(4PE) 9d    3.66530E-01 25.0
    751  6  6  520   8 2s2p2(4PE)10d    3.68910E-01 25.0
    752  6  6  521   1 2s2p2(4PE) 3p    1.77785E-01 25.0
    753  6  6  521   2 2s2p2(4PE) 4p    2.85975E-01 25.0
    754  6  6  521   3 2s2p2(4PE) 4f    3.16190E-01 25.0
    755  6  6  521   4 2s2p2(4PE) 5p    3.24751E-01 25.0
    756  6  6  521   5 2s2p2(4PE) 5f    3.38826E-01 25.0
    757  6  6  521   6 2s2p2(4PE) 6p    3.43404E-01 25.0
    758  6  6  521   7 2s2p2(4PE) 6f    3.51122E-01 25.0
    759  6  6  521   8 2s2p2(4PE) 7p    3.53839E-01 25.0
    760  6  6  521   9 2s2p2(4PE) 7f    3.58531E-01 25.0
    761  6  6  521  10 2s2p2(4PE) 8p    3.60271E-01 25.0
    762  6  6  521  11 2s2p2(4PE) 8f    3.63336E-01 25.0
    763  6  6  521  12 2s2p2(4PE) 9p    3.64516E-01 25.0
    764  6  6  521  13 2s2p2(4PE) 9f    3.66629E-01 25.0
    765  6  6  521  14 2s2p2(4PE)10p    3.67465E-01 25.0
    766  6  6  521  15 2s2p2(4PE)10f    3.68984E-01 25.0
    767  6  6  530   1 2s2p2(4PE) 3d    2.61953E-01 35.0
    768  6  6  530   2 2s2p2(4PE) 4d    3.13532E-01 35.0
    769  6  6  530   3 2s2p2(4PE) 5d    3.37387E-01 35.0
    770  6  6  530   4 2s2p2(4PE) 5g    3.38986E-01 35.0
    771  6  6  530   5 2s2p2(4PE) 6d    3.50265E-01 35.0
    772  6  6  530   6 2s2p2(4PE) 6g    3.51210E-01 35.0
    773  6  6  530   7 2s2p2(4PE) 7d    3.57982E-01 35.0
    774  6  6  530   8 2s2p2(4PE) 7g    3.58585E-01 35.0
    775  6  6  530   9 2s2p2(4PE) 8d    3.62966E-01 35.0
    776  6  6  530  10 2s2p2(4PE) 8g    3.63372E-01 35.0
    777  6  6  530  11 2s2p2(4PE) 9d    3.66368E-01 35.0
    778  6  6  530  12 2s2p2(4PE) 9g    3.66654E-01 35.0
    779  6  6  530  13 2s2p2(4PE)10d    3.68792E-01 35.0
    780  6  6  530  14 2s2p2(4PE)10g    3.69002E-01 35.0
    781  6  6  531   1 2s2p2(4PE) 4f    3.16827E-01 35.0
    782  6  6  531   2 2s2p2(4PE) 5f    3.39185E-01 35.0
    783  6  6  531   3 2s2p2(4PE) 6f    3.51334E-01 35.0
    784  6  6  531   4 2s2p2(4PE) 7f    3.58665E-01 35.0
    785  6  6  531   5 2s2p2(4PE) 8f    3.63427E-01 35.0
    786  6  6  531   6 2s2p2(4PE) 9f    3.66693E-01 35.0
    787  6  6  540   1 2s2p2(4PE) 5g    3.39037E-01 45.0
    788  6  6  540   2 2s2p2(4PE) 6g    3.51255E-01 45.0
    789  6  6  540   3 2s2p2(4PE) 7g    3.58619E-01 45.0
    790  6  6  540   4 2s2p2(4PE) 8g    3.63397E-01 45.0
    791  6  6  540   5 2s2p2(4PE) 9g    3.66673E-01 45.0
    792  6  6  541   1 2s2p2(4PE) 4f    3.16349E-01 45.0
    793  6  6  541   2 2s2p2(4PE) 5f    3.38914E-01 45.0
    794  6  6  541   3 2s2p2(4PE) 6f    3.51171E-01 45.0
    795  6  6  541   4 2s2p2(4PE) 6h    3.51232E-01 45.0
    796  6  6  541   5 2s2p2(4PE) 7f    3.58561E-01 45.0
    797  6  6  541   6 2s2p2(4PE) 7h    3.58602E-01 45.0
    798  6  6  541   7 2s2p2(4PE) 8f    3.63356E-01 45.0
    799  6  6  541   8 2s2p2(4PE) 8h    3.63384E-01 45.0
    800  6  6  541   9 2s2p2(4PE) 9f    3.66643E-01 45.0
    801  6  6  541  10 2s2p2(4PE) 9h    3.66664E-01 45.0
    802  6  6  541  11 2s2p2(4PE)10f    3.68994E-01 45.0
    803  6  6  550   1 2s2p2(4PE) 5g    3.38996E-01 55.0
    804  6  6  550   2 2s2p2(4PE) 6g    3.51219E-01 55.0
    805  6  6  550   3 2s2p2(4PE) 7g    3.58600E-01 55.0
    806  6  6  550   4 2s2p2(4PE) 7i    3.58600E-01 55.0
    807  6  6  550   5 2s2p2(4PE) 8g    3.63383E-01 55.0
    808  6  6  550   6 2s2p2(4PE) 8i    3.63383E-01 55.0
    809  6  6  550   7 2s2p2(4PE) 9g    3.66663E-01 55.0
    810  6  6  550   8 2s2p2(4PE) 9i    3.66663E-01 55.0
    811  6  6  550   9 2s2p2(4PE)10g    3.69008E-01 55.0
    812  6  6  551   1 2s2p2(4PE) 6h    3.51232E-01 55.0
    813  6  6  551   2 2s2p2(4PE) 7h    3.58602E-01 55.0
    814  6  6  551   3 2s2p2(4PE) 8h    3.63385E-01 55.0
    815  6  6  551   4 2s2p2(4PE) 9h    3.66664E-01 55.0
