         649   459353400000.00000        0.0000000000000000       -459353400000.00000        459353400000.00000        459353400000.00000        459353400000.00000     
         649   459353400000.00000        0.0000000000000000       -459353400000.00000        459353400000.00000        459353400000.00000        459353400000.00000     
         649   459353400000.00000        0.0000000000000000       -459353400000.00000        459353400000.00000        459353400000.00000        459353400000.00000     
         649   459353400000.00000        0.0000000000000000       -459353400000.00000        459353400000.00000        459353400000.00000        459353400000.00000     
         647   459353400000.00000        459353400000.00000       -918706800000.00000        459353400000.00000        459353400000.00000        459353400000.00000     
         647   459353400000.00000        459353400000.00000       -918706800000.00000        459353400000.00000        459353400000.00000        459353400000.00000     
         647   459353400000.00000        459353400000.00000       -918706800000.00000        459353400000.00000        459353400000.00000        459353400000.00000     
         647   459353400000.00000        459353400000.00000       -918706800000.00000        459353400000.00000        459353400000.00000        459353400000.00000     
         641   459353400000.00000        918706800000.00000       -1378060200000.0000        459353400000.00000        459353400000.00000        459353400000.00000     
         641   459353400000.00000        918706800000.00000       -1378060200000.0000        459353400000.00000        459353400000.00000        459353400000.00000     
         643   459353400000.00000        1378060200000.0000       -1378060200000.0000        459353400000.00000        459353400000.00000        459353400000.00000     
         643   459353400000.00000        1378060200000.0000       -1378060200000.0000        459353400000.00000        459353400000.00000        459353400000.00000     
         643   459353400000.00000        1378060200000.0000       -1378060200000.0000        459353400000.00000        459353400000.00000        459353400000.00000     
         643   459353400000.00000        1378060200000.0000       -1378060200000.0000        459353400000.00000        459353400000.00000        459353400000.00000     
         660   0.0000000000000000        1837413600000.0000       -1837413600000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         660   0.0000000000000000        1837413600000.0000       -1837413600000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         660   0.0000000000000000        1837413600000.0000       -1837413600000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         660   0.0000000000000000        1837413600000.0000       -1837413600000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         609   918706800000.00000        1837413600000.0000       -2756120400000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         609   918706800000.00000        1837413600000.0000       -2756120400000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         611   918706800000.00000        2756120400000.0000       -2756120400000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         611   918706800000.00000        2756120400000.0000       -2756120400000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         611   918706800000.00000        2756120400000.0000       -2756120400000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
         611   918706800000.00000        2756120400000.0000       -2756120400000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
        1236   0.0000000000000000        3674827200000.0000       -3674827200000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1236   0.0000000000000000        3674827200000.0000       -3674827200000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1236   0.0000000000000000        3674827200000.0000       -3674827200000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1236   0.0000000000000000        3674827200000.0000       -3674827200000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1226   0.0000000000000000        5512240800000.0000       -5512240800000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1226   0.0000000000000000        5512240800000.0000       -5512240800000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1226   0.0000000000000000        5512240800000.0000       -5512240800000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1226   0.0000000000000000        5512240800000.0000       -5512240800000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1223   1837413600000.0000        5512240800000.0000       -7349654400000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1223   1837413600000.0000        5512240800000.0000       -7349654400000.0000        1837413600000.0000        1837413600000.0000        1837413600000.0000     
        1203   0.0000000000000000        7349654400000.0000       -7349654400000.0000        3674827200000.0000        3674827200000.0000        3674827200000.0000     
        1203   0.0000000000000000        7349654400000.0000       -7349654400000.0000        3674827200000.0000        3674827200000.0000        3674827200000.0000     
        1203   0.0000000000000000        7349654400000.0000       -7349654400000.0000        3674827200000.0000        3674827200000.0000        3674827200000.0000     
        1203   0.0000000000000000        7349654400000.0000       -7349654400000.0000        3674827200000.0000        3674827200000.0000        3674827200000.0000     
          19   3674827200000.0000       -11024481600000.000       -11024481600000.000        7349654400000.0000        7349654400000.0000        7349654400000.0000     
          19   3674827200000.0000       -11024481600000.000       -11024481600000.000        7349654400000.0000        7349654400000.0000        7349654400000.0000     
          19   3674827200000.0000       -11024481600000.000       -11024481600000.000        7349654400000.0000        7349654400000.0000        7349654400000.0000     
          19   3674827200000.0000       -11024481600000.000       -11024481600000.000        7349654400000.0000        7349654400000.0000        7349654400000.0000     
          27   3674827200000.0000        3674827200000.0000        3674827200000.0000        7349654400000.0000        7349654400000.0000        7349654400000.0000     
          27   3674827200000.0000        3674827200000.0000        3674827200000.0000        7349654400000.0000        7349654400000.0000        7349654400000.0000     
          47  -4593534000000.0000       -918706800000.00000       -5512240800000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
          47  -4593534000000.0000       -918706800000.00000       -5512240800000.0000        918706800000.00000        918706800000.00000        918706800000.00000     
