   9993.0819333333329        3.2354193195712201E-010   1.9403792142802352E-009  0.16674159853703480              160
   9881.0961766644687        3.8469113601003099E-010   2.0238958308842787E-009  0.19007457307817671              186
   9771.5925032594532        4.0182078139703777E-010   2.1099417610438207E-009  0.19044164574393316              190
   9664.4892972275957        3.7618451761135904E-010   2.1985601898953287E-009  0.17110494374469176              174
   9559.7084821428580        4.7949040856889972E-010   2.2897943701829869E-009  0.20940326118916158              217
   9457.1753312302844        3.8608481175521574E-010   2.3836876152233647E-009  0.16196955057764037              171
   9356.8182896379531        4.8436459653311647E-010   2.4802832919349665E-009  0.19528599741332153              210
   9258.5688079061147        4.9234332840924506E-010   2.5796248139325394E-009  0.19085850227137741              209
   9162.3611858190707        4.4019566574705024E-010   2.6817556346859416E-009  0.16414458500750059              183
   9068.1324258923178        5.1815087529370204E-010   2.7867192407434004E-009  0.18593580139615259              211
   8975.8220958083839        5.2385042681488983E-010   2.8945591450190163E-009  0.18097762062189554              209
   8885.3721991701241        5.9084044798630122E-010   3.0053188801442802E-009  0.19659825514353937              231
   8796.7270539906094        6.1063699469604786E-010   3.1190419918834878E-009  0.19577709959823403              234
   8709.8331783846606        5.9093918489538576E-010   3.2357720326128506E-009  0.18262695237470386              222
   8624.6391829689292        5.7823878901285749E-010   3.3555525548631012E-009  0.17232297201688390              213
   8541.0956695156692        6.4773620533455344E-010   3.4784271049254410E-009  0.18621525930997984              234
   8459.1551354401799        7.5629338675764999E-010   3.6044392165206557E-009  0.20982276058124116              268
   8378.7718837339289        7.1622273376312864E-010   3.7336324045311672E-009  0.19183000792844920              249
   8299.9019379844958        7.8266304281250317E-010   3.8660501587958920E-009  0.20244513409424283              267
   8222.5029621503018        7.6461246946782803E-010   4.0017359379677028E-009  0.19107019586508237              256
   8146.5341847826085        7.9111035238013681E-010   4.1407331634332674E-009  0.19105562255651165              260
   8071.9563274098009        7.0352208983178504E-010   4.2830852132951326E-009  0.16425591712440857              227
   7998.7315368196369        8.0799228148185089E-010   4.4288354164158442E-009  0.18243899479464981              256
   7926.8233209941827        8.0343572721442232E-010   4.5780270465238720E-009  0.17549824827366992              250
   7856.1964884696017        8.4412064164258810E-010   4.7307033163812136E-009  0.17843449170012726              258
   7786.8170909090913        8.8254206660078518E-010   4.8869073720124222E-009  0.18059316443261242              265
   7718.6523686920700        9.6259780024246286E-010   5.0466822869949226E-009  0.19073873596581162              284
   7651.6706993363960        1.0071166991465069E-009   5.2100710568103288E-009  0.19330191242402678              292
   7585.8415485829955        8.7728754341209364E-010   5.3771165932566804E-009  0.16315204035417050              250
   7521.1354239839438        1.1137744863165797E-009   5.5478617189213033E-009  0.20075743461989823              312
